COD_CIR,Origen,Destino,Nom_orig,Nom_Des,Km,Res,Reac,tension,proy,q3,max
TEC-A03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,5.16912,191.594275,220,0,0.000288198,0.000348614
TEC-B03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,6.660916,198.32818,220,0,0.000278301,0.000336642
TEC-004,SICN111,SIEC-09,Orcotuna 220 kV,Orcotuna 60 kV,1,3.155487,106.433234,220,0,0.001668319,0.003428904
TNE-604,SICN607,SICN608,San Mateo 220 kV,San Mateo 50 kV,1,2.38128,119.717919,220,0,0.256927355,0.525422122
TNE-605,SICN606,SICN609,Palian 220 kV,Palian 60 kV,1,0.336111,50.415546,220,0,0.562364884,0.703621281
TNE-006,SICN-34,SICN-35,Oroya 220 kV,Oroya 50 kV,1,1.02608,60.249262,220,0,0.00225252,0.005009636
TNE-020,SICN-09,SICN-08,Carhuamayo 220 kV,Carhuamayo 138 kV,1,0.849689,58.396487,220,0,0.292921299,0.372868223
TNE-012,SICN-61,SICN-57,Yuncan 220 kV,Yuncan 138 kV,1,0.644661,44.92671,220,0,0.904879639,0.924384404
TNE-017,SICN-39,SICN-38,Paragsha 220 kV,Paragsha 138 kV,1,0.803306,64.72195,220,0,0.372544286,0.476721718
TNE-046,SICN212,SICN121,Huanuco 220 kV,Huanuco Nueva 138 kV,1,0.350673,60.063376,220,0,0.350367803,0.586892381
TNE-A05,SICN-53,SICN-52,Tingo Maria 220 kV,Tingo Maria 138 kV,1,3.40736,140.80278,220,0,0.365833464,0.73384022
TNE-B05,SICN-53,SICN-52,Tingo Maria 220 kV,Tingo Maria 138 kV,1,2.641614,133.945156,220,0,0.384638737,0.771562481
TNE-A16,SICN-01,SICN-97,Aguaytia 220 kV,Aguaytia (neutro) kV,1,0.04719,103.417762,220,0,0.36497581,0.415720563
TNE-B16,SICN-01,SICN-97,Aguaytia 220 kV,Aguaytia (neutro) kV,1,0.968,103.659226,220,0,0.364093961,0.414716104
TNE-A27,SICN-59,SICN-97,Aguaytia 138 kV,Aguaytia (neutro) kV,1,1.050753,1.855853,138,0,0.275806626,0.313481036
TNE-B27,SICN-59,SICN-97,Aguaytia 138 kV,Aguaytia (neutro) kV,1,0.38088,1.833506,138,0,0.353408669,0.4016833
TNE-044,SICN122,SICN-60,Pucallpa 220 kV,Pucallpa 138 kV,1,0.904298,50.652612,220,0,0.479802923,0.543832349
TNE-034,SICN110,SICN195,Moyobamba 220 kV,Belaunde Terry 138 kV,1,0,48.496802,220,0,0.257291081,0.355354409
TNE-069,SICN143,SICN294,Tarapoto 220 kV,Tarapoto Norte 138 kV,1,0,40.414002,220,0,0.725792422,0.814230739
TNE-070,SICN-101,SICN-102,Bagua 220 kV,Jaen Norte 60 kV,1,1.075556,53.229134,220,0,0.217515023,0.334142388
TSE-A03,SIS-24,SIS-23,Socabaya 220 kV,Socabaya 138 kV,1,0.591556,30.421717,220,0,0.573478871,1.041283092
TSE-B03,SIS-24,SIS-23,Socabaya 220 kV,Socabaya 138 kV,1,0.591556,30.421717,220,0,0.573478871,1.041283092
TSE-A02,SIS-18,SIS-17,Moquegua 220 kV,Moquegua 138 kV,1,0.198498,21.843631,220,0,0.449724187,0.48846404
TSE-B02,SIS-18,SIS-17,Moquegua 220 kV,Moquegua 138 kV,1,0.197476,21.875909,220,0,0.449061106,0.48774384
TSE-005,SIS-26,SIS-27,Los Heroes 220 kV,Tacna 66 kV,1,4.088832,148.628565,220,0,0.693792316,0.827049393
TSE-006,SIS-26,SIS-27,Los Heroes 220 kV,Tacna 66 kV,1,2.566007,121.860317,220,0,0.705381815,0.840864893
TNE-602,SIS-86,SIS-87,La Garita 220 kV,La Garita 60 kV,1,0.05,3.998687,60,0,0.338531776,0.476886389
TSE-A35,SIS-54,SIS-55,Ilo3 220 kV,Ilo3 138 kV,1,0.407286,24.220776,220,0,0.240003823,0.280646595
TSE-B35,SIS-54,SIS-55,Ilo3 220 kV,Ilo3 138 kV,1,0.407286,24.220776,220,0,0.240003823,0.280646595
TSE-007,SIS-75,SIS-76,La Pascana 220 kV,La Pascana 138 kV,1,0.904298,50.652612,220,0,0.342621036,0.56668815
TSE-004,SIS-20,SIS-19,Puno 220 kV,Puno 138 kV,1,0.803306,49.119433,220,0,0.254978889,0.4272385
TSE-034,SIS-50,SIS-70,Juliaca 220 kV,San Roman 138 kV,1,0.636922,40.231493,220,0,0.210677496,0.313930578
TSE-033,SIS-49,SIS-69,Azangaro 220 kV,Pumiri 138 kV,1,0.641461,40.328232,220,0,0.107545123,0.219144106
TSE-050,SIS-133,SIS-33,Reparticion 220 kV,Reparticion 138 kV,1,0.904298,50.652612,220,0,0.485807589,1.385048065
TSE-030,SIS-42,SIS-28,Tintaya 220 kV,Tintaya 138 kV,1,0.758912,35.304484,220,0,0.218940115,0.441463422
TSE-032,SIS-45,SIS-53,Kayra 220 kV,Kayra 138 kV,1,0.592093,56.947587,220,0,0.414830082,0.689104675
TNE-021,SIS-44,SIS-47,Suriray 220 kV,Suriray 138 kV,1,0.473732,27.060596,220,0,0.45988336,0.459952911
TSE-031,SIS-36,SIS-46,Abancay 220 kV,Abancay 138 kV,1,0.904298,50.652612,220,0,0.752689991,1.159292477
TSE-111,SIS-89,SIS-88,Nueva San Gaban 220 kV,Nueva San Gaban 138 kV,1,0,57.055061,220,0,0.285323422,0.694316257
TNE-609,SIS-90,SIS-92,Nuevo Puerto Maldonado 220 kV,Nuevo Puerto Maldonado 138 kV,1,0,57.055061,220,0,0.420011718,0.48831105
LNE-398,SICN-106,SICN-107,Espina Colorada 138 kV,Pizarras 138 kV,14.73,0.157,0.557,138,0,0.465981074,0.618021048
LNE-198,SICN-87,SICN-106,Carhuaquero 138 kV,Espina Colorada 138 kV,25.6,0.1432,0.5098,138,0,0.189934189,0.294880276
LNEA298,SICN-106,SICN-105,Espina Colorada 138 kV,Duna 138 kV,14.1,0.1431,0.5098,138,0,0.111086718,0.190362654
LNEB298,SICN-105,SICN-88,Duna 138 kV,Cutervo 138 kV,23.7,0.1431,0.5098,138,0,0.050963108,0.061527209
LNE-082,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1214,0.48,138,0,0.473579616,0.634171507
LNE-083,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1213,0.48,138,0,0.473626508,0.634234299
LNE-084,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1206,0.48,138,0,0.473953926,0.634672746
LNE-134,SICN-62,SICN179,Huallanca 138 kV,Kiman Ayllu 138 kV,6.9,0.1576,0.4678,138,0,0.311762645,0.575857825
LNX-165,SICN-62,SICN162,Huallanca 138 kV,Huaraz Oeste 138 kV,86.19,0.0904,0.489,138,0,0.149046419,0.371318663
LNX-166,SICN162,SICN164,Huaraz Oeste 138 kV,Huaylas 138 kV,17.27,0.131,0.507,138,0,0.139109991,0.346564086
LNC-001,SICN-71,SICN-70,SEPAEX 138 kV,SEPANU 138 kV,9.43,0.2636,0.52,138,0,0.179159469,0.450374302
LNE-100,SICN-57,SICN-96,Yuncan 138 kV,Yaupi 138 kV,14.03,0.0992,0.4906,138,0,0.61696339,0.630262094
LNE-067,SICN-08,SICN-12,Carhuamayo 138 kV,Caripa 138 kV,53.49,0.1574,0.4886,138,0,0.276286616,0.603421742
LNE-068,SICN-12,SICN-33,Caripa 138 kV,Oroya 138 kV,20.47,0.1574,0.4886,138,0,0.114591172,0.265881152
LNE-092,SICN-12,SICN-66,Caripa 138 kV,Condorcocha 138 kV,12,0.1445,0.4886,138,0,0.272150166,0.351749717
LNX-160,SICN196,SICN-12,La Virgen 138 kV,Caripa 138 kV,62.5,0.0694,0.4936,138,0,0.32782582,0.53649372
LNX-161,SICN385,SICN196,Campas 138 kV,La Virgen 138 kV,10.63,0.0694,0.4936,138,0,0.32211994,0.557745292
LNE-543,SICN385,SICN603,Campas 138 kV,Yurinaki 138 kV,46.7,0.1436,0.4864,138,0,0.061079987,0.077048203
LNE-544,SICN385,SICN603,Campas 138 kV,Yurinaki 138 kV,46.7,0.1436,0.4864,138,0,0.061079987,0.077048203
LNE-066,SICN-08,SICN-38,Carhuamayo 138 kV,Paragsha 138 kV,61.14,0.16158,0.49755,138,0,0.155797742,0.320003368
LNE-069,SICN-38,SICN125,Paragsha 138 kV,Amarilis 138 kV,92.68,0.138,0.508,138,0,0.246648597,0.617045387
LNE-a64,SICN126,SICN-52,Piedra Blanca 138 kV,Tingo Maria 138 kV,27.84,0.1656,0.5034,138,0,0.454708478,1.22613561
LNE-c64,SICN125,SICN126,Amarilis 138 kV,Piedra Blanca 138 kV,56.06,0.1656,0.5034,138,0,0.57091217,1.225525319
LNE-d64,SICN125,SICN-23,Amarilis 138 kV,Huanuco 138 kV,6.15,0.164687,0.478178,138,0,0.562087068,0.708430874
LNE-087,SICN125,SICN121,Amarilis 138 kV,Huanuco Nueva 138 kV,0.19,0.071279,0.521452,138,0,0.233578536,0.391261588
LNE-101,SICN-52,SICN-91,Tingo Maria 138 kV,Aucayacu 138 kV,44.2,0.1389,0.5183,138,0,0.504192659,0.57681445
LNE-102,SICN-91,SICN-92,Aucayacu 138 kV,Tocache 138 kV,107.76,0.1348,0.51,138,0,0.24719153,0.309125364
LNE-119,SICN-93,SICN194,Bellavista 138 kV,Picota 138 kV,34,0.139,0.51,138,0,0.530434448,0.599705423
LNEa191,SICN194,SICN294,Picota 138 kV,Tarapoto Norte 138 kV,53.2,0.143207,0.503341,138,0,0.705331902,0.785443322
LNEb191,SICN294,SICN-94,Tarapoto Norte 138 kV,Tarapoto 138 kV,22.4,0.143489,0.510929,138,0,0.387802534,0.4386173
LNEb105,SICN195,SICN-95,Belaunde Terry 138 kV,Moyobamba 138 kV,8.35,0.0998,0.5094,138,0,0.571757957,0.789676466
LNE-205,SICN294,SICN-94,Tarapoto Norte 138 kV,Tarapoto 138 kV,10.2,0.1423,0.4993,138,0,0.869583031,0.983526738
LNE-a94,SICN-59,SICN160,Aguaytia 138 kV,Campo Verde 138 kV,102.86,0.1116,0.4914,138,0,0.289211322,0.328864859
LNE-b94,SICN160,SICN-60,Campo Verde 138 kV,Pucallpa 138 kV,27.66,0.1116,0.4914,138,0,0.103625943,0.116277289
LNE-138,SICN-59,SICN-60,Aguaytia 138 kV,Pucallpa 138 kV,132.7,0.146,0.663,138,0,0.18270015,0.207508394
LSE-28A,SIS-17,SIS-06,Moquegua 138 kV,Botiflaca 138 kV,30.76,0.076,0.48,138,0,0.340600099,0.381283732
LSE-28B,SIS-17,SIS-06,Moquegua 138 kV,Botiflaca 138 kV,46.02,0.0724,0.4769,138,0,0.281249662,0.314844069
LSE-A29,SIS-17,SIS-73,Moquegua 138 kV,Intipampa 138 kV,10.76,0.1441,0.5337,138,0,0.483122864,0.543302429
LSE-B29,SIS-73,SIS-30,Intipampa 138 kV,Mill Site 138 kV,27.96,0.1441,0.5337,138,0,0.532658452,0.697502395
LSE-027,SIS-17,SIS-31,Moquegua 138 kV,Toquepala 138 kV,38.7,0.1441,0.5337,138,0,0.485166422,0.540843798
LSE-023,SIS-17,SIS-25,Moquegua 138 kV,SPCC 138 kV,56.61,0.0724,0.498,138,0,1.141043677,1.230665228
LSE-030,SIS-30,SIS-06,Mill Site 138 kV,Botiflaca 138 kV,32.04,0.122,0.491,138,0,0.104024407,0.29946057
LSE-024,SIS-31,SIS-30,Toquepala 138 kV,Mill Site 138 kV,0.3,0.1197,0.5057,138,0,0.812754415,0.849741855
LSE-072,SIS-30,SIS-68,Mill Site 138 kV,Plaza Toquepala 138 kV,1.92,0.0609,0.3765,138,0,0.13264571,0.165060838
LSE-079,SIS-30,SIS-68,Mill Site 138 kV,Plaza Toquepala 138 kV,3.03,0.100631,0.471757,138,0,0.197520314,0.245789092
LSE-A18,SIS-68,SIS-55,Plaza Toquepala 138 kV,Ilo3 138 kV,72.84,0.126136,0.490746,138,0,0.318264165,0.405675911
LSE-B18,SIS-55,SIS-07,Ilo3 138 kV,Ilo ELS 138 kV,26,0.1222,0.4902,138,0,0.711795158,0.856894475
LSE-074,SIS-68,SIS-55,Plaza Toquepala 138 kV,Ilo3 138 kV,65.3,0.0396,0.3612,138,0,0.169366124,0.215882792
LSE-019,SIS-07,SIS-25,Ilo ELS 138 kV,SPCC 138 kV,14.33,0.133727,0.507945,138,0,0.419277975,0.543637046
LSE-020,SIS-31,SIS-02,Toquepala 138 kV,Aricota 138 kV,35,0.12,0.506,138,0,0.243880599,0.324469926
LSE-a17,SIS-14,SIS-70,Juliaca 138 kV,San Roman 138 kV,8.27,0.1083,0.4998,138,0,0.392252895,0.639206268
LSE-b17,SIS-70,SIS-19,San Roman 138 kV,Puno 138 kV,30.21,0.111,0.5023,138,0,0.122505682,0.303135463
LSE-071,SIS-05,SIS-69,Azangaro 138 kV,Pumiri 138 kV,3.1,0.0543,0.4595,138,0,0.161317685,0.328716159
LSE-a16,SIS-05,SIS-60,Azangaro 138 kV,Maravilla 138 kV,66.025,0.1366,0.5033,138,0,0.261660093,0.498051089
LSE-b16,SIS-60,SIS-14,Maravilla 138 kV,Juliaca 138 kV,12.025,0.1366,0.5033,138,0,0.232187142,0.397393247
LNX-193,SIS-79,SIS-60,Yocara 138 kV,Maravilla 138 kV,15.78,0.1113,0.4875,138,0,0.045741612,0.123265484
LNX-194,SIS-70,SIS-79,San Roman 138 kV,Yocara 138 kV,17.89,0.1113,0.4875,138,0,0.045741612,0.123265484
LNX-195,SIS-40,SIS-62,San Rafael 138 kV,Ananea 138 kV,104.7,0.11105,0.503514,138,0,0.090735729,0.105987064
LNX-196,SIS-40,SIS-62,San Rafael 138 kV,Ananea 138 kV,104.7,0.11105,0.503514,138,0,0.090735729,0.105987064
LSE-A39,SIS-05,SIS-40,Azangaro 138 kV,San Rafael 138 kV,85.61,0.111,0.5033,138,0,0.196514109,0.304605423
LSE-B39,SIS-40,SIS-37,San Rafael 138 kV,San Gaban 138 kV,75.46,0.111,0.5033,138,0,0.405019337,0.492154966
LSE-040,SIS-05,SIS-40,Azangaro 138 kV,San Rafael 138 kV,89.29,0.111,0.5033,138,0,0.188414972,0.292051409
LSE-A41,SIS-40,SIS-83,San Rafael 138 kV,Angel 138 kV,74.9,0.111,0.5033,138,0,0.386381279,0.469507127
LSE-B41,SIS-83,SIS-37,Angel 138 kV,San Gaban 138 kV,4.2,0.111,0.5033,138,0,0.386381279,0.469507127
LNE-565,SIS-37,SIS-88,San Gaban 138 kV,Nueva San Gaban 138 kV,2.5,0.2684,0.5473,138,0,0.142791958,0.347475076
LNE-566,SIS-37,SIS-88,San Gaban 138 kV,Nueva San Gaban 138 kV,2.5,0.2692,0.5479,138,0,0.142531464,0.346841181
LSE-042,SIS-37,SIS-38,San Gaban 138 kV,Mazuco 138 kV,68.85,0.18,0.49,138,0,0.054165837,0.06389567
LSE-080,SIS-92,SIS-39,Nuevo Puerto Maldonado 138 kV,Puerto Maldonado 138 kV,10,0.1247,0.5218,138,0,0.14875415,0.172943497
LSE-081,SIS-92,SIS-39,Nuevo Puerto Maldonado 138 kV,Puerto Maldonado 138 kV,10,0.1247,0.5218,138,0,0.14875415,0.172943497
LSE-015,SIS-04,SIS-05,Ayaviri 138 kV,Azangaro 138 kV,42.4,0.1366,0.5033,138,0,0.214584347,0.403878669
LSE-014,SIS128,SIS-04,Tintaya 138 kV,Ayaviri 138 kV,82.5,0.136,0.5033,138,0,0.17302608,0.36734804
LSE-214,SIS-28,SIS128,Tintaya 138 kV,Tintaya 138 kV,3.2375,0.0583,0.474503,138,0,0.101093207,0.209853275
LSE-009,SIS128,SIS-11,Tintaya 138 kV,Combapata 138 kV,99.08,0.158,0.508,138,0,0.137330976,0.389227747
LSE-010,SIS-11,SIS-21,Combapata 138 kV,Quencoro 138 kV,87.5,0.158,0.5085,138,0,0.204682554,0.459765563
LSE-011,SIS-21,SIS-12,Quencoro 138 kV,Dolorespata 138 kV,8.34,0.146,0.5199,138,0,0.503914222,0.933527959
LSE-012,SIS-12,SIS-08,Dolorespata 138 kV,Cachimayo 138 kV,13.5,0.157,0.5012,138,0,0.362774656,0.936310546
LSE-033,SIS-53,SIS-21,Kayra 138 kV,Quencoro 138 kV,14.3,0.023,0.3421,138,0,0.414830082,0.689104675
LSE-034,SIS-15,SIS-21,Machupicchu 138 kV,Quencoro 138 kV,99.34,0.146,0.5198,138,0,0.217252309,0.27313121
LSE-035,SIS-15,SIS-08,Machupicchu 138 kV,Cachimayo 138 kV,78.55,0.157,0.5012,138,0,0.424438976,0.469148233
LSE-045,SIS-15,SIS-47,Machupicchu 138 kV,Suriray 138 kV,8,0.028,0.315,138,0,0.413895024,0.41395762
LSE-13a,SIS-08,SIS-46,Cachimayo 138 kV,Abancay 138 kV,90.74,0.137167,0.505569,138,0,0.362152756,0.702707837
LSE-13b,SIS-46,SIS-01,Abancay 138 kV,Tamburco 138 kV,14.33,0.1233,0.4984,138,0,0.402320818,0.464436051
LSE-008,SIS-09,SIS128,Callalli 138 kV,Tintaya 138 kV,90.4,0.112,0.5103,138,0,0.176414012,0.571743755
LSE-007,SIS-22,SIS-09,Santuario 138 kV,Callalli 138 kV,89.2,0.097,0.5103,138,0,0.253200583,0.484629928
LSE-004,SIS-23,SIS-22,Socabaya 138 kV,Santuario 138 kV,27.5,0.157,0.5278,138,0,0.235588175,0.520397164
LSE-005,SIS-23,SIS-22,Socabaya 138 kV,Santuario 138 kV,28.16,0.157,0.5278,138,0,0.230066577,0.508200356
LSE-A36,SIS-23,SIS-77,Socabaya 138 kV,Intermedia Norte 138 kV,19.31,0.133242,0.475076,138,0,0.099029053,0.234666752
LSE-B36,SIS-77,SIS-22,Intermedia Norte 138 kV,Santuario 138 kV,24.45,0.135676,0.472515,138,0,0.325896467,0.599777314
LNX-158,SIS-76,SIS-77,La Pascana 138 kV,Intermedia Norte 138 kV,13.03,0.125533,0.483975,138,0,0.171310518,0.283344075
LNX-159,SIS-76,SIS-77,La Pascana 138 kV,Intermedia Norte 138 kV,13.03,0.125533,0.483975,138,0,0.171310518,0.283344075
LSE-001,SIS-23,SIS-10,Socabaya 138 kV,Cerro Verde 138 kV,10.8,0.157,0.5278,138,0,0.079537934,0.082814001
LSE-002,SIS-23,SIS-10,Socabaya 138 kV,Cerro Verde 138 kV,10.8,0.157,0.5278,138,0,0.079537934,0.082814001
LSE-032,SIS-33,SIS-16,Reparticion 138 kV,Mollendo 138 kV,64,0.14,0.44,138,0,0.058591916,0.079119227
LNX-052,SIS-33,SIS-16,Reparticion 138 kV,Mollendo 138 kV,69.5,0.131321,0.506677,138,0,0.05117091,0.069098318
TNE-A07,SICN-33,SICN-35,Oroya 138 kV,Oroya 50 kV,1,2.356454,50.729299,138,0,0.000769327,0.001785039
TNE-B07,SICN-33,SICN-35,Oroya 138 kV,Oroya 50 kV,1,2.356454,50.729299,138,0,0.000769327,0.001785039
TNE-008,SICN-08,SICN-10,Carhuamayo 138 kV,Carhuamayo 50 kV,1,2.356454,33.561777,138,0,0.001094183,0.001792985
TSE-047,SICN185,SICN387,Yanango Nueva 220 kV,Campas 138 kV,1,0.922815,39.09631,220,0,0.398764662,0.399625571
TSE-035,SICN185,SICN385,Yanango Nueva 220 kV,Campas 138 kV,1,0.636922,40.231493,220,0,0.25076133,0.501207019
TNE-A09,SICN-38,SICN-40,Paragsha 138 kV,Paragsha 50 kV,1,1.095459,34.80608,138,0,0.001072772,0.001465799
TNE-B09,SICN-38,SICN-40,Paragsha 138 kV,Paragsha 50 kV,1,1.095459,34.80608,138,0,0.001072772,0.001465799
TNE-A18,SICN-60,SICN-64,Pucallpa 138 kV,Pucallpa 60 kV,1,1.163163,36.788475,138,0,0.002717188,0.003076325
TNE-B18,SICN-60,SICN-64,Pucallpa 138 kV,Pucallpa 60 kV,1,1.561293,36.929684,138,0,0.00270467,0.003062152
TNE-611,SICN-60,SICN-64,Pucallpa 138 kV,Pucallpa 60 kV,1,1.407428,40.463075,138,0,0.504013125,0.570629695
TSE-001,SIS-02,SIS-03,Aricota 138 kV,Aricota 66 kV,1,2.24296,24.719128,138,0,0.000875347,0.001482238
TSE-046,SIS-62,SIS-82,Ananea 138 kV,Ananea 60 kV,1,0.722847,38.08114,138,0,0.000770023,0.000834733
